# STEVAL-MKI245KA (ISM330BX) 

time[us],acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],temp[C]
2034630037,-116.754,165.066,1029.070,-953.750,2511.250,-275.625,27.086
2034663220,-124.196,163.602,1015.528,-1190.000,2266.250,-196.875,27.086
2034696419,-121.512,162.016,1005.158,-1316.875,1938.125,-341.250,27.055
2034729603,-115.900,155.184,997.106,-1163.750,2301.250,-371.875,27.055
2034762787,-120.902,143.838,982.832,-669.375,2524.375,-288.750,27.070
2034795972,-117.974,144.082,995.276,-175.000,2371.250,-170.625,27.055
2034829156,-105.530,145.180,1010.160,-122.500,2555.000,52.500,27.055
2034862340,-113.216,153.476,1008.574,-450.625,2568.125,-78.750,27.070
2034895524,-118.462,152.988,1014.918,-581.875,2161.250,-161.875,27.086
2034928708,-116.266,146.034,1018.334,-708.750,1710.625,-196.875,27.055
2034961893,-120.536,150.182,1013.698,-883.750,1233.750,-74.375,27.039
2034995078,-117.852,147.742,1007.842,-796.250,717.500,13.125,27.070
2035028262,-116.266,134.566,990.884,-271.250,555.625,245.000,27.070
2035061446,-115.290,136.396,988.078,485.625,761.250,231.875,27.102
2035094645,-117.608,144.082,989.176,1238.125,892.500,35.000,27.039
2035127829,-108.702,142.496,1003.450,1968.750,1063.125,-183.750,27.102
2035161014,-96.990,141.886,1018.212,2226.875,1400.000,-310.625,27.086
2035194198,-87.718,154.696,1020.042,1776.250,1439.375,-463.750,27.086
2035227382,-80.154,148.962,1006.500,1019.375,1146.250,-472.500,27.086
2035260566,-87.230,139.934,1001.986,721.875,1058.750,-170.625,27.039
2035293751,-86.254,147.620,987.468,910.000,1588.125,-385.000,27.105
2035326934,-95.892,161.772,968.314,1273.125,1995.000,-560.000,27.117
2035360120,-92.842,163.480,990.030,1106.875,2205.000,-660.625,27.055
2035393304,-73.810,197.030,1036.146,459.375,2541.875,-918.750,27.055
2035426488,-63.074,188.246,1027.362,100.625,2489.375,-774.375,27.055
2035459672,-53.924,164.578,1004.304,748.125,2043.125,-188.125,27.055
2035492870,-25.010,164.212,1013.210,1570.625,2056.250,-109.375,27.070
2035526055,-13.176,189.100,1004.426,1321.250,2388.750,-96.250,27.059
2035559239,-12.566,197.274,999.668,-161.875,1986.250,323.750,27.086
2035592423,-5.490,197.762,998.448,-2191.875,1868.125,-70.000,27.070
2035625608,-12.078,190.076,968.680,-3132.500,1745.625,122.500,27.039
2035658792,-7.808,164.578,1000.278,-2979.375,1566.250,612.500,27.039
2035691976,-8.784,196.176,1066.524,-2537.500,1933.750,1001.875,27.070
2035725160,-25.132,216.550,1078.602,-2638.125,1544.375,1207.500,27.070
2035758345,-16.836,198.860,1055.422,-3298.750,376.250,905.625,27.004
2035791529,12.688,185.684,1045.418,-3381.875,590.625,931.875,27.102
2035824713,-5.124,171.898,1039.562,-3018.750,1548.750,647.500,27.070
2035857911,-19.154,182.634,1003.084,-2961.875,1176.875,866.250,27.086
2035891096,-16.836,192.760,984.296,-3841.250,783.125,1220.625,27.055
2035924280,-15.616,170.190,961.238,-5180.000,1806.875,647.500,27.105
2035957465,-34.038,149.206,945.622,-5442.500,2528.750,437.500,27.070
2035990649,-21.594,126.392,954.528,-4637.500,2476.250,21.875,27.070
2036023833,-23.912,115.046,989.664,-3176.250,2769.375,-411.250,27.059
2036057018,-19.520,118.462,1018.334,-2401.875,3123.750,-870.625,27.070
2036090202,-14.640,116.388,1038.586,-2231.250,3644.375,-1098.125,27.102
2036123386,-38.308,100.650,1021.994,-2038.750,3311.875,-1566.250,27.055
2036156571,-30.256,83.936,1008.208,-1426.250,2183.125,-2506.875,27.070
2036189755,-17.446,82.838,986.248,-494.375,2546.250,-2703.750,27.039
2036222940,-48.922,94.672,993.080,529.375,2861.250,-3088.750,27.043
2036256137,-61.000,111.264,997.228,1421.875,1505.000,-3307.500,27.070
2036289322,-37.088,128.466,1042.612,1645.000,835.625,-3513.125,27.020
2036322506,-36.844,145.058,1035.292,1518.125,1181.250,-3653.125,27.074
2036355690,-54.290,142.008,1033.706,1872.500,691.250,-3447.500,27.055
2036388874,-48.922,135.420,1063.962,2751.875,-695.625,-3176.250,27.055
2036422059,-21.106,176.412,1107.272,3215.625,-1430.625,-2961.875,27.039
2036455243,-21.594,196.420,1114.592,2432.500,-1106.875,-2730.000,27.105
2036488428,-30.866,159.576,1054.202,1505.000,-1093.750,-2502.500,27.055
2036521611,-27.938,138.348,991.860,1828.750,-1754.375,-2191.875,27.094
2036554796,-2.440,139.934,995.276,2730.000,-1421.875,-2353.750,27.070
2036587981,-4.026,158.844,975.512,3031.875,770.000,-2235.625,27.086
2036621165,-26.962,148.840,927.322,2773.750,1723.750,-2139.375,27.070
2036654363,-3.904,147.864,923.906,2393.125,1675.625,-2537.500,27.070
2036687547,24.400,164.212,966.972,2082.500,2686.250,-2493.750,27.039
2036720731,17.690,160.674,976.854,1903.125,4217.500,-2393.125,27.055
2036753916,4.026,173.606,1005.280,1890.000,4003.125,-2235.625,27.117
2036787100,3.904,211.304,1040.538,1076.250,3342.500,-2279.375,27.070
2036820285,-5.368,225.944,1030.046,-345.625,3399.375,-1815.625,27.055
2036853469,-31.964,212.890,996.008,-1146.250,2966.250,-1658.125,27.102
2036886653,-42.090,207.766,973.804,-962.500,2310.000,-1658.125,27.086
2036919838,-56.364,193.126,1013.576,-608.125,1763.125,-1054.375,27.070
2036953023,-72.102,221.918,1047.248,-1036.875,905.625,-1071.875,27.055
2036986207,-75.884,228.872,1054.080,-2423.750,78.750,91.875,27.086
2037019391,-94.062,200.202,1024.068,-4357.500,-336.875,39.375,27.055
2037052589,-90.646,184.220,985.150,-4742.500,-1408.750,249.375,27.086
2037085774,-55.632,162.138,1003.450,-4348.750,-1876.875,-105.000,27.039
2037118958,-24.888,165.188,1026.264,-3521.875,-1106.875,-52.500,27.070
2037152143,-26.718,141.642,1028.704,-2222.500,-450.625,223.125,27.086
2037185327,-8.784,117.486,1005.280,-879.375,-393.750,472.500,27.055
2037218511,13.542,114.802,990.762,-78.750,148.750,363.125,27.043
2037251696,17.080,97.722,999.912,-511.875,1540.000,-625.625,27.070
2037284880,13.542,101.016,1019.554,-1321.250,2471.875,-1242.500,27.039
2037318064,25.010,115.656,1045.784,-1465.625,2830.625,-1478.750,27.070
2037351249,20.130,135.054,1032.852,-1286.250,2598.750,-1155.000,27.070
2037384433,11.224,150.304,1015.528,-1067.500,2568.125,-616.875,27.039
2037417617,8.784,160.308,986.370,-630.000,2918.125,-1085.000,27.039
2037450815,-29.524,144.814,950.624,371.875,2366.875,-1579.375,27.039
2037483998,-33.306,150.426,973.072,953.750,1470.000,-1920.625,27.070
2037517183,-29.158,170.068,1008.696,844.375,2086.875,-1666.875,27.102
2037550367,-75.396,162.016,1004.060,280.000,2073.750,-1229.375,27.059
2037583551,-88.206,168.482,1004.060,-402.500,568.750,-700.000,27.055
2037616735,-57.340,172.264,1014.186,-914.375,-65.625,-560.000,27.102
2037649920,-58.438,178.120,1020.652,-1299.375,266.875,-1255.625,27.055
2037683105,-61.000,187.148,1025.410,-1360.625,-380.625,-1133.125,27.102
2037716289,-41.968,182.634,1053.226,-1071.875,-1120.000,-717.500,27.074
2037749473,-25.254,161.284,1020.042,-284.375,-1163.750,-288.750,27.086
2037782657,-14.518,147.498,969.290,406.875,-901.250,245.000,27.133
2037815855,11.468,153.476,997.594,-328.125,227.500,48.125,27.086
2037849040,18.056,178.730,1017.724,-1802.500,1036.875,-293.125,27.102
2037882224,21.594,170.800,1032.486,-3058.125,1456.875,-175.000,27.070
2037915408,42.822,172.630,1053.958,-3780.000,2594.375,39.375,27.055
2037948592,24.278,184.220,981.002,-3443.125,3438.750,389.375,27.055
2037981776,18.300,149.328,941.352,-2660.000,3565.625,455.000,27.020
2038014961,28.426,156.404,1002.108,-2721.250,4952.500,319.375,27.055
2038048145,-5.490,182.878,1023.214,-3294.375,5613.125,-118.125,27.039
2038081330,-34.160,148.840,1035.902,-3355.625,4410.000,-39.375,27.070
2038114513,-18.788,138.348,1060.790,-3018.750,3373.125,83.125,27.102
2038147711,-45.262,139.446,1011.746,-2213.750,3469.375,258.125,27.074
2038180896,-84.424,105.530,953.064,-1942.500,1855.000,61.250,27.070
2038214081,-75.396,122.488,1015.406,-2620.625,323.750,-634.375,27.102
2038247264,-78.080,131.638,1066.036,-3771.250,376.250,-914.375,27.039
2038280449,-113.582,107.360,1057.252,-4090.625,-695.625,-1063.125,27.039
2038313633,-96.502,110.898,1048.956,-2681.875,-2340.625,-494.375,27.055
2038346817,-72.468,106.750,1045.784,-770.000,-2318.750,-275.625,27.086
2038380003,-69.174,107.970,1021.018,402.500,-1841.875,-997.500,27.070
2038413187,-54.046,118.462,1016.992,844.375,-2174.375,-1273.125,27.055
2038446371,-27.450,105.164,1004.914,1089.375,-1942.500,-1465.625,27.102
2038479556,-6.344,95.770,967.338,1456.875,-1010.625,-1535.625,27.086
2038512740,-3.782,99.918,951.112,1168.125,-126.875,-1159.375,27.039
2038545924,16.958,121.756,965.142,78.750,787.500,-1246.875,27.070
2038579123,12.444,132.004,956.846,-546.875,1461.250,-1776.250,27.055
2038612307,13.908,147.742,977.830,-564.375,1334.375,-1846.250,27.102
2038645491,44.652,179.218,1031.998,-297.500,2148.125,-1496.250,27.039
2038678675,17.202,169.214,1017.724,271.250,3106.250,-1321.250,27.070
2038711859,-7.320,146.522,994.178,1312.500,2143.750,-1290.625,27.094
2038745044,13.664,163.358,1044.442,1176.875,1570.625,-1251.250,27.086
2038778228,3.416,194.346,1076.406,-455.000,2327.500,-1487.500,27.086
2038811412,-28.060,168.726,1042.978,-1933.750,1649.375,-1085.000,27.074
2038844596,-9.394,171.288,1032.852,-2673.125,625.625,-468.125,27.059
2038877781,5.612,185.440,1020.286,-3062.500,1063.125,61.250,27.094
2038910965,-26.962,174.460,1000.888,-3727.500,1544.375,161.875,27.074
2038944150,-28.914,191.174,1005.646,-4038.125,1330.000,564.375,27.070
2038977348,-23.790,165.432,999.302,-4143.125,1553.125,280.000,27.105
2039010532,-39.650,144.204,991.738,-3933.125,1938.125,748.125,27.102
2039043716,-30.988,138.958,1006.744,-3456.250,2384.375,1058.750,27.086
2039076900,-32.818,116.388,1015.162,-3010.000,2616.250,927.500,27.055
2039110085,-25.498,103.212,1014.552,-3150.000,2174.375,945.000,27.055
2039143269,-2.928,112.606,1042.002,-3845.625,2270.625,752.500,27.055
2039176453,-6.588,98.454,1037.122,-3749.375,2436.875,218.750,27.102
2039209638,-11.712,66.124,1031.998,-2778.125,1610.000,-118.125,27.070
2039242822,-5.490,75.152,1028.216,-1750.000,1509.375,21.875,27.086
2039276007,-15.372,87.108,993.324,-1295.000,2025.625,-433.125,27.102
2039309191,-23.546,72.224,971.974,-949.375,2038.750,-879.375,27.117
2039342389,-16.470,76.738,986.614,-931.875,2520.000,-1111.250,27.043
2039375573,-23.302,96.746,994.422,-595.000,3447.500,-1268.750,27.070
2039408758,-30.378,87.108,1005.768,266.875,3635.625,-1207.500,27.055
2039441942,-21.960,97.478,1045.784,840.000,3180.625,-901.250,27.039
2039475127,-7.808,127.490,1083.360,568.750,3119.375,-1102.500,27.039
2039508311,-23.912,133.834,1084.946,-249.375,2441.250,-1308.125,27.086
2039541495,-33.062,143.228,1055.666,-1382.500,888.125,-975.625,27.086
2039574679,-20.740,157.014,1018.212,-1767.500,231.875,-516.250,27.070
2039607863,-29.646,129.930,988.444,-1198.750,713.125,-43.750,27.086
2039641048,-56.364,149.084,964.654,-971.250,525.000,503.125,27.055
2039674233,-59.536,183.854,974.292,-1881.250,175.000,227.500,27.070
2039707417,-47.458,155.794,997.350,-3097.500,450.625,-236.250,27.086
2039740615,-47.458,141.398,1008.940,-3434.375,1146.250,74.375,27.055
2039773799,-50.874,136.152,1017.358,-3215.625,1771.875,984.375,27.070
2039806984,-47.214,126.880,1010.404,-2878.750,1920.625,1260.000,27.055
2039840168,-27.328,130.174,996.862,-2686.250,1575.000,726.250,27.020
2039873353,10.492,122.000,1023.458,-3202.500,2506.875,787.500,27.039
2039906537,-6.588,117.364,1013.942,-3727.500,3613.750,665.000,27.086
2039939721,-24.156,97.112,1001.742,-3180.625,2323.125,192.500,27.039
2039972905,20.496,81.984,1056.642,-2861.250,1561.875,573.125,27.059
2040006090,15.738,87.718,1056.520,-3066.875,3237.500,538.125,27.086
2040039274,-47.458,65.514,989.298,-2782.500,2900.625,599.375,27.102
2040072458,-34.038,60.756,998.448,-2520.000,949.375,83.125,27.102
2040105656,-10.248,82.594,1033.950,-2275.000,1666.875,-415.625,27.086
2040138840,-54.290,71.858,999.180,-2008.125,3045.000,-669.375,27.086
2040172025,-92.476,71.736,968.558,-1373.750,1728.125,-678.125,27.055
2040205209,-54.168,84.912,1016.992,-507.500,704.375,-813.750,27.117
2040238393,-32.574,71.858,1039.318,341.250,1881.250,-735.000,27.055
2040271578,-54.046,66.368,1028.094,1028.125,2091.250,-511.875,27.055
2040304762,-54.656,85.156,1033.950,1063.125,809.375,-791.875,27.055
2040337946,-27.816,94.184,1032.364,735.000,350.000,-1487.500,27.020
2040371130,-23.546,87.474,1028.582,665.000,993.125,-1513.750,27.070
2040404315,-20.618,102.602,1025.044,568.750,2091.250,-1085.000,27.039
2040437499,-46.604,105.408,979.904,861.875,1561.875,-1290.625,27.121
2040470683,-28.060,88.938,1009.306,1343.125,555.625,-927.500,27.070
2040503881,14.762,116.876,1048.346,1203.125,1841.875,-1063.125,27.039
2040537066,-30.134,135.298,1009.428,962.500,2909.375,-997.500,27.102
2040570250,-56.486,116.144,967.704,590.625,861.875,-1487.500,27.059
2040603435,6.954,133.712,1035.292,354.375,-4.375,-1246.875,27.070
2040636618,5.002,117.486,1054.812,74.375,1715.000,-918.750,27.102
2040669804,-53.680,126.636,1020.774,-420.000,1478.750,-568.750,27.074
2040702988,-38.430,143.350,1055.788,-1111.250,-161.875,-91.875,27.020
2040736173,-16.470,144.448,1068.354,-2135.000,293.125,-735.000,27.070
2040769357,-48.922,128.100,1007.476,-2318.750,936.250,-490.000,27.102
2040802541,-54.534,122.122,1002.474,-1833.125,354.375,-424.375,27.055
2040835725,-26.352,130.540,1019.188,-1526.875,529.375,-87.500,27.055
2040868910,-36.600,120.902,1009.672,-1583.750,1343.125,323.750,27.070
2040902095,-37.698,121.756,999.424,-2038.750,1465.625,796.250,27.074
2040935293,-21.228,131.272,988.810,-2213.750,1207.500,135.625,27.055
2040968477,-5.124,84.058,1018.456,-1732.500,1146.250,-205.625,27.055
2041001662,9.760,53.802,1055.788,-739.375,1763.125,-43.750,27.039
2041034846,-12.566,68.320,1040.660,227.500,2025.625,126.875,27.086
2041068031,-24.888,42.334,1020.164,647.500,822.500,-280.000,27.070
2041101215,-4.758,50.752,1045.296,183.750,945.000,-660.625,27.055
2041134399,-12.078,72.102,1012.844,-223.125,2463.125,-1347.500,27.070
2041167583,-62.220,55.022,955.504,249.375,1894.375,-1623.125,27.055
2041200768,-34.404,64.416,978.074,1089.375,1111.250,-1955.625,27.070
2041233952,-17.690,98.942,1003.572,1846.250,2795.625,-2152.500,27.070
2041267137,-69.540,83.814,981.734,2568.125,3233.125,-2205.000,27.086
2041300321,-63.440,89.060,992.226,2992.500,1295.000,-2275.000,27.102
2041333518,-18.300,116.144,1071.160,2642.500,726.250,-2235.625,27.086
2041366703,-30.500,122.488,1085.068,1732.500,1251.250,-2327.500,27.074
2041399887,-66.246,135.298,1027.606,1133.125,-21.875,-2082.500,27.070
2041433072,-59.048,157.014,1022.848,630.000,-1986.250,-1846.250,27.039
2041466256,-37.332,150.792,1013.942,656.250,-1968.750,-1417.500,27.086
2041499440,-37.576,142.008,989.542,1194.375,-826.875,-717.500,27.020
2041532625,-63.196,149.816,993.568,1312.500,-345.625,-96.250,27.055
2041565809,-46.604,163.968,999.180,1076.250,-848.750,-472.500,27.055
2041598994,-9.882,145.302,1021.384,301.875,-266.875,-437.500,27.086
2041632178,-8.662,130.784,1041.392,-638.750,1413.125,-43.750,27.070
2041665363,-28.670,119.316,1010.282,-581.875,1465.625,271.250,27.094
2041698560,-13.542,98.820,992.104,328.125,-100.625,126.875,27.105
2041731745,17.324,117.242,1016.992,678.125,48.125,126.875,27.055
2041764929,1.342,121.268,994.910,39.375,1408.750,-113.750,27.074
2041798114,-40.016,105.652,965.020,-481.250,555.625,-328.125,27.086
2041831298,-22.204,109.434,1013.576,-713.125,-1229.375,-520.625,27.074
2041864483,6.222,122.854,1049.566,-896.875,-284.375,-656.250,27.086
2041897666,-34.038,113.460,1028.460,-809.375,809.375,-402.500,27.117
2041930851,-45.506,119.194,1007.842,-809.375,-691.250,-398.125,27.070
2041964036,-15.250,132.980,1044.686,-1115.625,-984.375,-393.750,27.086
